staSeq,locationName,locationDescription,locationType,ylat,xlong,stateCd,munName,subBasin
14299,Mill River,upstream Mill Plain Road (Burr Street),River/Stream,41.1738,-73.2684,CT,FAIRFIELD,7108
17710,Fivemile River,At and upstream of end Indian Rock Road Cul-de-Sac,River/Stream,41.175226,-73.511883,CT,NEW CANAAN,7401
15369,Saugatuck River,at Weston Road past Lyons Plain Road,River/Stream,41.1756,-73.3619,CT,WESTPORT,7200
15360,Rooster River,at Route 1,River/Stream,41.1762,-73.223,CT,FAIRFIELD,7106
15375,Aspetuck River,Upstream Confluence with Saugatuck River at Lyons Plain Rd,River/Stream,41.1769,-73.3579,CT,WESTPORT,7202
16848,Mill River,DS Brookside Dr,River/Stream,41.1778,-73.2639,CT,FAIRFIELD,7108
15363,West Branch Saugatuck River,at Cavalry Road,River/Stream,41.178,-73.3742,CT,WESTON,7203
17259,H2,New Haven Harbor Entrance,Estuary,41.178,-72.9605,CT,WEST HAVEN,0
16849,Mill River,Above Trinity Rd,River/Stream,41.1781,-73.5542,CT,STAMFORD,7404
16429,West Branch Saugatuck River,at Newtown Turnpyke (between Broad and Crooked Mile Rds),River/Stream,41.1782,-73.3801,CT,WESTPORT,7203
18636,Poorhouse Brook,upstream Thrush Road,River/Stream,41.17827,-73.4898,CT,NEW CANAAN,7302
15432,Sasco Brook,westside Merwins Lane Bridge West Branch,River/Stream,41.179,-73.3123,CT,FAIRFIELD,7109
15826,Rooster River,ROOSTER RIVER AT FAIRFIELD,River/Stream,41.1797,-73.2194,CT,FAIRFIELD,7106
15465,Great Brook  tributary to,West side Redding Road just north of Dunham Rd intersection,River/Stream,41.1801,-73.3032,CT,FAIRFIELD,7109
15466,Great Brook  tributary to,Southside Horse Pasture on Beechwood lane,River/Stream,41.1804,-73.3012,CT,FAIRFIELD,7109
15445,Great Brook,South side Beechwood lane,River/Stream,41.1804,-73.3008,CT,FAIRFIELD,7109
15443,Sasco Brook  tributary to,50 meters Downstream Merritt Parkway,River/Stream,41.1806,-73.3122,CT,FAIRFIELD,7109
15467,Sasco Brook  tributary to,North side Concrete pipe on Melin Drive,River/Stream,41.1815,-73.3024,CT,FAIRFIELD,7109
16345,Sasco Brook  tributary to,upstream Merwins Lane and Cross Road intersection,River/Stream,41.1817,-73.3142,CT,FAIRFIELD,7109
15296,Sasco Brook  tributary to,at Merwins Lane,River/Stream,41.1817,-73.3139,CT,FAIRFIELD,7109
17263,J2,Duck Island,Estuary,41.182,-72.457667,NY,SOUTHOLD  NY,0
18893,Rooster River,DS Brooklawn Ave,River/Stream,41.182013,-73.218791,CT,FAIRFIELD,7106
17709,Fivemile River  Tributary to,at Wydendown Lane,River/Stream,41.182025,-73.502789,CT,NEW CANAAN,7401
15444,Sasco brook,West side Redding Road 1/4 mile south of Rte 15,River/Stream,41.1821,-73.3049,CT,FAIRFIELD,7109
16571,Chestnut Hill Brook,Above Rte 7,River/Stream,41.1825,-73.4161,CT,WILTON,7300
16925,Norwalk River,PARALLEL TO RTE 7 AT TOWN LINE,River/Stream,41.1831,-73.4217,CT,WILTON,7300
15081,Norwalk River,upstream Wolfpit Road at Wilton Corporate Office Park,River/Stream,41.1831,-73.4199,CT,WILTON,7300
16477,Aspetuck River,North end of poses property,River/Stream,41.1839,-73.3439,CT,WESTPORT,7202
15442,Sasco Brook  tributary to,North side Cross Highway bridge,River/Stream,41.1855,-73.3105,CT,FAIRFIELD,7109
17454,Pequonnock River,Washington St. Bridge  Bridgeport. Brackish water,River/Stream,41.186,-73.1887,CT,BRIDGEPORT,7105
14126,Aspetuck River,Downstream Bayberry Lane,River/Stream,41.1864,-73.3429,CT,WESTPORT,7202
15441,Sasco Brook  tributary to,South side private bridge off Merwins lane,River/Stream,41.1866,-73.3182,CT,FAIRFIELD,7109
17901,Kettle Creek,RIVER RD,River/Stream,41.18771,-73.3693,CT,WESTON,7200
15607,Kettle Creek,at Good Hill Road,River/Stream,41.1879,-73.3656,CT,WESTON,7200
16140,Bruce Brook,behind  McDonalds off Barnum Avenue,River/Stream,41.1899,-73.1551,CT,BRIDGEPORT,7102
14370,Norwalk River,downstream of Old Ridgefield Road crossing In Schenck's Island Park,River/Stream,41.1909,-73.4297,CT,WILTON,7300
14833,Long Island Sound,Central,Estuary,41.1918,-72.7786,CT,Unknown,0
19596,Rooster River,NEAR FAIRFIELD (Downstream Cornell Rd),River/Stream,41.1923,-73.2264,CT,FAIRFIELD,7106
15440,Sasco Brook,East side Congress Street at Timoth Dwight School,River/Stream,41.1924,-73.3023,CT,FAIRFIELD,7109
15370,Saugatuck River,at Keene Park Parking Lot,River/Stream,41.1927,-73.3617,CT,WESTON,7200
15361,Rooster River,at Westwood Road,River/Stream,41.1933,-73.2323,CT,FAIRFIELD,7106
15438,Sasco Brook  tributary to,North Side Catamount Road- 100 yards west of Merwins lane,River/Stream,41.1939,-73.3236,CT,FAIRFIELD,7109
17447,Pequonnock River,Berkshire Rd. Bridge  Bridgeport Brackish water,River/Stream,41.1944,-73.1872,CT,BRIDGEPORT,7105
16045,West Branch Saugatuck River,at Stonebridge Road in Open Space Property,River/Stream,41.1947,-73.3875,CT,WILTON,7203
15294,Norwalk River,downstream Rte 33 behind Red Rooster Pub,River/Stream,41.1954,-73.4321,CT,WILTON,7300
15295,Comstock Brook,at Lover's Lane next to the Wilton Playhouse,River/Stream,41.1959,-73.4377,CT,WILTON,7301
14156,Comstock Brook,upstream wooden footbridge in town park,River/Stream,41.1961,-73.4354,CT,WILTON,7301
17241,30,Money Island,Estuary,41.196333,-72.775333,CT,BRANFORD,0
18634,Ferry Creek,UPSTREAM I-95-BEHIND MALL,River/Stream,41.19636,-73.1228,CT,STRATFORD,6000
15439,Sasco Brook  tributary to,North side Brett Road Culvert-1/2 mile east of Redding Road,River/Stream,41.1969,-73.3065,CT,FAIRFIELD,7109
15603,Beaver Brook,at Good Hill Road,River/Stream,41.1972,-73.3592,CT,WESTON,7200
14756,Fletcher Creek,inland of outlet fletcher creek outlet,Wetland Estuarine-Emergent,41.1975,-73.0694,CT,MILFORD,5000
15950,Long Island Sound,SSSP-W2 West of Tombolo to Charles Island,Estuary,41.197577,-73.065115,CT,MILFORD,0
15437,Sasco Brook  tributary to,North side Catamount Road 1/2 mile east of Merwins lane,River/Stream,41.1976,-73.3195,CT,FAIRFIELD,7109
14568,Norwalk River,at wooden bridge in park,River/Stream,41.1978,-73.4356,CT,WILTON,7300
20117,Norwalk River,Within Merwin Meadows Town Park,River/Stream Perennial,41.19788,-73.43558,CT,WILTON,7300
14757,Fletcher Creek,at western junction with cannal,Wetland Estuarine-Emergent,41.198,-73.0702,CT,MILFORD,5000
15858,Cricker Brook,downstream Nonopoge Road at #93,River/Stream,41.1984,-73.2647,CT,FAIRFIELD,7107
14758,Fletcher Creek,at Cross connect channel middle of marsh,Wetland Estuarine-Emergent,41.1984,-73.0695,CT,MILFORD,5000
14836,Long Island Sound,entire waterbody,Estuary,41.1986,-72.6554,CT,Unknown,0
15949,Long Island Sound,SSSP-W1 East of Tombolo to Charles Island,Estuary,41.1987,-73.0651,CT,MILFORD,0
14761,Fletcher Creek,at start of creek channel,Wetland Estuarine-Emergent,41.199,-73.0731,CT,MILFORD,5000
18140,Boone Brook,BELOW POND RD,River/Stream,41.19922,-73.4006,CT,WILTON,7203
14759,Fletcher Creek,west 100 feet boardwalk,Wetland Estuarine-Emergent,41.1995,-73.0688,CT,MILFORD,5000
15948,Long Island Sound,SSSP-M In between Tombolo and Great Creek Mouth,Estuary,41.1995,-73.0649,CT,MILFORD,0
14760,Fletcher Creek Salt Pan,in salt pan west of boardwalk  north marsh,Wetland Estuarine-Emergent,41.1996,-73.0682,CT,MILFORD,5000
18135,Beaver Brook,UPSTREAM OF OVERBROOK RD,River/Stream,41.19967,-73.35905,CT,WESTON,7200
15947,Long Island Sound,SSSP-E West of Great Creek Mouth,Estuary,41.1998,-73.0645,CT,MILFORD,0
15359,Mill River,between Lake Mohegan and Samp Motar Reservoir,River/Stream,41.2,-73.2554,CT,FAIRFIELD,7108
15945,Great Creek,SSGC-1 In Mouth of Great Creek,Estuary,41.2,-73.0644,CT,MILFORD,5306
14755,Fletcher Creek Border Canal,at Iroquois gas line crossing,Wetland Estuarine-Emergent,41.2002,-73.0661,CT,MILFORD,5000
15946,Great Creek,SSGC-2 Upstream of Fishing Access,Estuary,41.2007,-73.0656,CT,MILFORD,5000
18635,Long Brook,Longbrook Avenue at Police Station,River/Stream,41.20071,-73.12907,CT,STRATFORD,6000
16776,Island Brook,100 M US bridge in cemetary,River/Stream,41.2008,-73.1975,CT,BRIDGEPORT,7105
18662,Island Brook,North Avenue,River/Stream,41.201,-73.192,CT,BRIDGEPORT,7105
18646,Huckleberry Hills Brook,Within Wilton Land Trust property off Cheese Spring Road,River/Stream,41.20144,-73.46484,CT,WILTON,7302
15502,Bruce Brook (Stony Brook),at end of Barnum Terrace Extenstion,River/Stream,41.2022,-73.1483,CT,STRATFORD,7102
14853,Norwalk River,adjacent Wilton Jr High/ Middle School,River/Stream,41.2026,-73.4311,CT,WILTON,7300
15464,Sasco Brook  tributary to,South side Fallow Field Road,River/Stream,41.2035,-73.3181,CT,FAIRFIELD,7109
19022,Comstock Brook,downstream Middlebrook Farm Road,River/Stream,41.204447,-73.447964,CT,WILTON,7301
14369,Norwalk River,downstream School Road at YMCA,River/Stream,41.2048,-73.4306,CT,WILTON,7300
15436,Sasco Brook  tributary to,East side Redding Road 1/4 mile south of North Street Intersection,River/Stream,41.205,-73.3156,CT,FAIRFIELD,7109
17452,Pequonnock River,Site located at base of Bunnell’s Pond Dam Bridgeport,River/Stream,41.205797,-73.186773,CT,BRIDGEPORT,7105
17446,Bunnells Pond,Site located on Bunnell’s Pond near inlet  Bridgeport.,River/Stream,41.2059,-73.1866,CT,BRIDGEPORT,7105
20141,LIS Trawl 12-27,Eastern LIS - CT,Estuary,41.20628,-72.62008,CT,Unknown,0
18667,Rooster River,Park Street,River/Stream,41.207,-73.228,CT,FAIRFIELD,7106
15371,Saugatuck River,at Cartbridge Road and Lyons Plain Road,River/Stream,41.2073,-73.3505,CT,WESTON,7200
15362,Rooster River,at Rooster River Boulevard,River/Stream,41.2074,-73.2279,CT,BRIDGEPORT,7106
15435,Sasco Brook  tributary to,North side North Street Bridge 200 feet west of Redding Road,River/Stream,41.2075,-73.3185,CT,FAIRFIELD,7109
14298,Mill River,upstream Lake Mohegan,River/Stream,41.208,-73.257,CT,FAIRFIELD,7108
15377,Aspetuck River,at Easton Road and Bridge Road North,River/Stream,41.2081,-73.3309,CT,WESTON,7202
16911,No Name (Success Lake Outflow),50 M Below Success Lake,River/Stream,41.2081,-73.1641,CT,BRIDGEPORT,7103
15434,Sasco Brook  tributary to,east side Redding Road 100 feet North of North Street,River/Stream,41.2083,-73.3178,CT,FAIRFIELD,7109
15365,West Branch Saugatuck River,at Old Mill Road and Cobb's Mill Inn,River/Stream,41.2088,-73.3889,CT,WESTON,7203
15608,Cobbs Mill Brook,upstream cobbs mill/ old mill road,River/Stream,41.208958,-73.3891,CT,WESTON,7203
17237,26,New Haven Harbor Entrance,Estuary,41.209167,-72.9085,CT,NEW HAVEN,0
19023,Bruce Brook,Between Brookbend Rd & Rte 108/Nichols Ave  Upstream Meadowbrook Rd,River/Stream,41.210217,-73.144621,CT,STRATFORD,7102
15433,Unnamed Waterbody (Sasco Brook  Unnamed upstream pond),in pond on northside fogg wood road,Riverine Impoundment,41.2103,-73.3217,CT,FAIRFIELD,7109
15469,No name pond,50 yards west Redding Road in pond,Riverine Impoundment,41.211,-73.3194,CT,FAIRFIELD,7109
16583,Comstock Brook,Above Nob Hill Rd,River/Stream,41.2125,-73.4622,CT,WILTON,7301
16997,Raven Brook,DS of Woodlawn Rd,River/Stream,41.2131,-73.1228,CT,STRATFORD,6000
16259,Aspetuck River,at Judges Hollow Road,River/Stream,41.2132,-73.3291,CT,FAIRFIELD,7202
16264,West Branch Saugatuck River,at Biscegli Park upstream Route 57 and 53,River/Stream,41.214,-73.3889,CT,WESTON,7203
17073,Mill River,at Route 15 crossing,River/Stream,41.2147,-73.2591,CT,FAIRFIELD,7108
20482,Mill River,Upstream Congress St. (near Heritage Dr.),River/Stream,41.215709,-73.26026,CT,FAIRFIELD,7108
17451,Pequonnock River,Just before Bunnell’s Pond at Beardsley Park,River/Stream,41.2163,-73.1807,CT,BRIDGEPORT,7105
16534,Bruce Brook,Above Quail St Above Wooster Pond,River/Stream,41.2167,-73.1417,CT,STRATFORD,7102
16493,Beaver Brook,DS of West Ave,River/Stream,41.2167,-73.0819,CT,MILFORD,6000
15625,Popes Pond,at deepest part of lake,Reservoir,41.218,-73.454,CT,WILTON,7301
19324,Hemlock Reservoir,center of lake,Reservoir,41.219,-73.296,CT,EASTON,7107
15381,Beaver Brook Lake,at East Bank of Lake,Riverine Impoundment,41.2191,-73.3717,CT,WESTON,7200
14487,Wepawaug River,upstream Route 162,River/Stream,41.2191,-73.0553,CT,MILFORD,5307
15372,Saugatuck River,at Lyons Plain Road at Fire Station,River/Stream,41.2199,-73.3499,CT,WESTON,7200
16552,Calf Pen Meadow Creek,DS of Parking lot off Baxter Rd,River/Stream,41.2203,-73.0172,CT,MILFORD,5000
19093,Lake Forest,Unspecified location on lake,Lake,41.22045,-73.20703,CT,BRIDGEPORT,7105
15376,Aspetuck River,at Easton Road and Old Redding Road,River/Stream,41.2205,-73.3251,CT,WESTON,7202
15284,Mill River,downstream Sport Hill Rd (Rte 59) adjacent to Congress Street,River/Stream,41.2218,-73.2558,CT,FAIRFIELD,7108
15366,West Branch Saugatuck River,at 21 Lakeside Drive,River/Stream,41.2221,-73.3843,CT,WESTON,7203
15373,Saugatuck River,at # 284 Lyons Plain Road,River/Stream,41.2225,-73.3496,CT,WESTON,7200
15112,Bruce Brook,DS of football fields on school grounds,River/Stream,41.224,-73.143,CT,STRATFORD,7102
14443,Saugatuck River,downstream Davis Hill Road,River/Stream,41.2245,-73.3469,CT,WESTON,7200
20019,Norwalk River,RailRoad Cross below Seeley Rd,River/Stream,41.224699,-73.424645,CT,WILTON,7300
18665,Pumpkin Ground Brook,at Whiporwhill Lane,River/Stream,41.225,-73.123,CT,STRATFORD,6026
20021,Pequonnock River,Parallel Trumbull Park Rd to dam,River/Stream,41.225211,-73.178704,CT,TRUMBULL,7105
15113,Bruce Brook,US of football fields on school grounds,River/Stream,41.226,-73.144,CT,STRATFORD,7102
17609,Wepawaug River,US at West Main Street,River/Stream,41.226689,-73.058325,CT,MILFORD,5307
14554,Norwalk River,upstream Seeley Road,River/Stream,41.2268,-73.4246,CT,WILTON,7300
15380,Aspetuck River,at Wells Hill Road,River/Stream,41.2287,-73.3241,CT,EASTON,7202
19556,Mill River,Downstream of lower South Park Ave bridge,River/Stream,41.23028,-73.25083,CT,FAIRFIELD,7108
15606,Jennings Brook,at Davis Hill Road,River/Stream,41.2311,-73.3503,CT,WESTON,7200
17240,29,Branford Harbor,Estuary,41.2315,-72.829667,CT,BRANFORD,0
15777,Mill River,upstream Southern most South Park Ave crossing,River/Stream,41.23187,-73.248525,CT,EASTON,7108
16983,Pumkin Ground Brook,100 M DS Chapel St Bridge,River/Stream,41.2322,-73.1244,CT,STRATFORD,6026
18935,Saugatuck River,Adj to Valley Forge Road - downstream of juction of Old Stage Coach Road.,River/Stream,41.23232,-73.3451,CT,WESTON,7200
15378,Aspetuck River,at Easton Swimming Area in Toth Park,River/Stream,41.2324,-73.323,CT,EASTON,7202
16485,Barretts Brook,DS Branch Brook Rd,River/Stream,41.2325,-73.4469,CT,WILTON,7301
17721,Aspetuck River  tributary To,at mouth just before swimming area Toth Park,River/Stream,41.232656,-73.323166,CT,EASTON,7202
17332,West Branch Saugatuck River,at Godfrey Road,River/Stream,41.2331,-73.3934,CT,WESTON,7203
17266,N3,Watch Hill Point,Estuary,41.233333,-71.857667,NY,EAST HAMPTON  NY,0
15379,Aspetuck River,Downstream Aspetuck Reservoir Dam,River/Stream,41.2334,-73.3213,CT,EASTON,7202
15610,West Branch Saugatuck River,at Pent Road near Devil's Den,River/Stream,41.2336,-73.3935,CT,WESTON,7203
16694,Godfrey Brook,Above Godfrey Rd,River/Stream,41.2336,-73.3911,CT,WESTON,7203
14394,Pequonnock River,adjacent Unity Park,River/Stream,41.2343,-73.1838,CT,TRUMBULL,7105
17264,K2,Plum Gut Harbor,Estuary,41.234333,-72.265833,CT,OLD LYME,0
18647,Silver Spring Brook,Within open space on Kellogg Drive,River/Stream,41.23449,-73.48912,CT,WILTON,7302
18137,Saugatuck River,150M UPSTREAM OF OLDSTAGE COACH RD,River/Stream,41.23584,-73.34486,CT,WESTON,7200
14486,Wepawaug River,downstream Walnut Street,River/Stream,41.236,-73.0573,CT,MILFORD,5307
17638,Mill River,At South Park Avenue near Riverside Dr open space area,River/Stream,41.236891,-73.252166,CT,EASTON,7108
17265,M3,Silver Eel Pond,Estuary,41.237167,-72.053333,NY,SOUTHOLD  NY,0
16752,Horse Tavern Brook,150 M US Cul de Sac on Indian Rd,River/Stream,41.2378,-73.2278,CT,TRUMBULL,7106
18645,East Branch Silvermine River,Upstream Long Meadows Road,River/Stream,41.23832,-73.48097,CT,WILTON,7302
18672,Stubby Plain Brook,Cedarhurst Lane,River/Stream,41.24,-73.046,CT,MILFORD,5306
17391,Mill River,20 yds DS of upper-most S Park Ave  0.57 miles DS of Easton Res,River/Stream,41.2412,-73.254,CT,EASTON,7108
19557,Mill River,Upstream upper South Park Ave bridge,River/Stream,41.24124,-73.2537,CT,FAIRFIELD,7108
16596,Cricker Brook,Above Wilson Rd,River/Stream,41.2414,-73.3047,CT,EASTON,7107
14852,Pumpkin Ground Brook,upstream cutspring rd,River/Stream,41.2415,-73.1341,CT,STRATFORD,6026
17243,32,Falkner Island,Estuary,41.2415,-72.665667,CT,GUILFORD,0
20290,Indian River,US of Roses Mill Rd,River/Stream,41.2422,-73.027602,CT,MILFORD,5306
19299,Aspetuck Reservoir,center of lake,Reservoir,41.243,-73.319,CT,EASTON,7202
15022,West Branch Saugatuck River,at end of Whiporwill Lane,River/Stream,41.2433,-73.4094,CT,WESTON,7203
14994,Canoe Brook,at Mouth,River/Stream,41.2444,-73.2553,CT,EASTON,7108
14995,Mill River,upstream Canoe Brook Confluence,River/Stream,41.2447,-73.2555,CT,EASTON,7108
15374,Saugatuck River,at Valley Forge Road at Reservoir/Dam,River/Stream,41.2449,-73.3492,CT,WESTON,7200
14483,West Branch Saugatuck River  tributary to,at Route 57 & Samuelson Road,River/Stream,41.245,-73.4147,CT,WESTON,7203
20109,Hawleys Brook,Parking area at lower boundary of TBV Preserve.,River/Stream Perennial,41.24575,-73.34327,CT,WESTON,7200
16731,Hawleys Brook,SW of Saugatuck Reservoir off Hawley's Rd,River/Stream,41.2458,-73.3439,CT,WESTON,7200
14366,Norwalk River,upstream Old Mill Road,River/Stream,41.246,-73.4341,CT,WILTON,7300
17245,34,Duck Island,Estuary,41.246,-72.468333,CT,WESTBROOK,0
16970,Pinewood Lake Outflow,Ds of Franklin St in Twin Brooks Park,River/Stream,41.2462,-73.1813,CT,TRUMBULL,7104
17457,Canoe Brook,downstream of Stormdrain by 135 buck Hill rd flowing portion of braided stream,River/Stream,41.2465,-73.248,CT,EASTON,7108
18885,Cemetery Pond Brook,at Peters Lane,River/Stream,41.2466,-73.12554,CT,STRATFORD,6026
17449,Pequonnock River,Daniel’s Farm Rd. Bridge,River/Stream,41.2469,-73.1972,CT,TRUMBULL,7105
17458,Storm Drain to Canoe Brook,located streamside across from 135 Buck hill Rd between 135 and 125 buck Hill Rd  first pool streamside,Storm Sewer,41.2471,-73.2472,CT,EASTON,7108
19036,Farm River 03,Downstream of Whalers Point Road,Estuary,41.247309,-72.858832,CT,BRANFORD,5000
20484,Pequonnock River,Near Taits Mill Rd and Tait Rd intersection,River/Stream,41.247665,-73.20006,CT,TRUMBULL,7105
15492,Sikorsky,at discharge location,Facility Industrial,41.2477,-73.0946,CT,STRATFORD,6000
15493,Sikorsky,at discharge location,Facility Industrial,41.2481,-73.0946,CT,STRATFORD,6000
16912,Aspetuck Reservoir  tributary to,200 yards above Aspetuck Reservoir,River/Stream,41.2486,-73.3144,CT,EASTON,7202
14993,Aquarion Storm Drain,at outlet,Storm Sewer,41.2489,-73.2558,CT,EASTON,7404
19555,Hawleys Brook,Just below confluence of East and West branches,River/Stream,41.24944,-73.34222,CT,EASTON,7200
15907,Long Island Sound,HSP-E1 In front of Bathouse near Meg's Point,Estuary,41.2495,-72.5464,CT,MADISON,0
20646,East Branch Silvermine River,at Gay Rd.,River/Stream,41.249835,-73.483916,CT,Ridgefield,7302
15266,Wepawaug River,Eisenhower Park,River/Stream,41.2506,-73.0581,CT,MILFORD,5307
18796,Hawleys Brook,200 m upstream of east fork/trib,River/Stream,41.25083,-73.342489,CT,EASTON,7200
15635,Saugatuck Reservoir,at deepest part of reservoir,Reservoir,41.251,-73.3503,CT,WESTON,7200
18817,Hawleys Brook,Within Trout Brook Valley Preserve  adj Paul Busch/Violet Trail,River/Stream,41.251111,-73.3425,CT,EASTON,7200
15494,Sikorsky,at discharge location,Facility Industrial,41.2512,-73.0936,CT,STRATFORD,6000
18882,Cemetery Pond Brook,at Peters Lane in Roosevelt Forest,River/Stream,41.251265,-73.128089,CT,STRATFORD,6026
18536,Hawleys Brook  Unnamed Tributary to,East branch of headwaters  upstream fish ladder in Trout Brook Valley Preserve.,River/Stream,41.251918,-73.34103,CT,EASTON,7200
19037,Farm River 02,Upstream of Whalers Pt. Road,Estuary,41.253142,-72.856866,CT,BRANFORD,5000
16141,Pequonnock River,at Park Road trail head (upstream of Belden Brook and No Name Trib),River/Stream,41.2534,-73.2059,CT,TRUMBULL,7105
15495,Sikorsky,at discharge location,Facility Industrial,41.2536,-73.0943,CT,STRATFORD,6000
14368,Norwalk River,upstream RR bridge,River/Stream,41.2545,-73.4301,CT,REDDING,7300
15498,Sikorsky,at discharge location,Facility Industrial,41.2545,-73.0969,CT,STRATFORD,6000
